Replicate1_CtrlV	Replicate2_DAPT	Replicate3_CtrlV	Replicate4_CtrlV	Replicate4_DAPT	Replicate4_LY411575	Replicate5_CtrlV	Replicate5_DAPT	Replicate5_LY411575	Replicate6_CtrlV	Replicate6_DAPT	Replicate6_LY411575
WBP1	28.5560800390284	31.5378179069687	32.5423693282079	29.785816241099	33.1074161485848	31.1933567846637	29.82538058916	32.7467569250496	31.9581770705106	25.450153544095	29.6653090524279	27.3048838355556
FPGS	15.1939897566151	16.7123479507014	14.3459681580459	16.760507531165	14.7072083478058	14.0412145095387	14.4552458070162	14.2606844673603	14.2476083534165	12.0646056593115	14.3938185934857	15.6667366269581
GTPBP4	51.400944070251	48.4523313570737	57.880702698263	56.219530975965	52.4146764465854	51.7927433405737	51.0508048121204	49.4722510534352	50.2623961356638	49.1390507875605	52.3970103677499	53.0878561130638
CHST5	1.56250249270155	1.28038149622309	1.49049019823853	1.53238925999223	0.518315712698001	0.756712159196694	1.00637787264037	1.32043374697781	1.28624242079454	1.32094222547206	1.31650779818467	1.16381472085975
DDAH2	71.6057176827711	67.3211113014139	64.4015973155565	63.3068313034291	77.2938306560895	81.8089923220426	72.2762290350809	81.4267477302981	83.9025825256749	70.1860635800819	70.4770507961527	66.0688664611148
ZNF346	36.1530749173359	33.2899189018003	36.8896324064036	34.1914353635767	32.4595215077123	32.7067811030571	33.0274920021066	33.5390171732363	34.5306619120997	37.3386335733435	35.4579433644405	32.497287974776
ARL2BP	89.0626420839885	91.5135827300502	93.8387787307675	96.7320720370097	101.201142904285	95.7661277027816	97.7101425436284	102.553687681943	98.0512491544149	92.1137045229181	94.3497255365681	85.8537167157305
DDAH1	316.756970848015	289.366218146418	269.219792056835	301.210263917223	344.161633231473	298.312748981097	332.562142458885	358.277690013311	337.984931494936	296.419435395929	323.948685539975	309.753764167286
CDC42EP4	36.9612658618367	39.152718384506	32.7907843612477	30.5520108710951	36.6708366733836	33.3794141334542	30.2828250767238	36.708058165983	36.8063215796593	33.0235556368014	36.7744511626251	33.1239574398543
CCNDBP1	77.1014161053766	70.6905362914747	80.7969894961804	75.757494040866	77.682567440613	73.2329211844801	78.2230073734104	76.3210705753172	78.4607876684672	68.4248072794525	69.5116117441506	73.4098516234609
SMUG1	27.5323715093273	30.5269904099505	25.338333370055	28.4449756386058	29.6087850878733	31.6978315574615	31.2892029493641	30.105889431094	31.4634684471281	30.2936083708258	27.8221981349694	29.9010859051658
TMEM50A	88.4160893283878	86.3920567451578	80.9833007709602	83.0363430258291	88.2432500868347	93.159674709993	86.5484970470716	90.9338707085383	92.7083960218837	81.1058526439843	85.5730068820036	95.2537586919053
RIGI	3.55604015580353	3.30203649025954	4.53357435297553	4.40561912247767	2.59157856349001	3.36316515198531	3.4765781054849	4.31341690679417	3.75978553770713	3.52251260125882	3.59845464837143	4.11811362765756
ELP5	42.5647230770423	42.6569203741692	44.2178758810764	41.2787356910408	43.7328882588939	43.3848304606105	44.9210486787655	45.9510943948277	46.4036688732801	36.9863823132176	39.4074667589945	42.7925720439199
KLHDC2	76.8858985201764	77.361997771795	75.083443736266	73.1715871646291	75.8036729820827	70.6264681916915	71.6358067524916	71.2153934203364	70.7433331437	73.6205133663093	70.1259820499701	67.5012538098652
CARHSP1	79.525988938879	71.0274787904808	63.4079371833975	69.6279370008971	72.8881470981565	69.1971230020977	68.0677397494939	68.3104391769852	66.4888389826103	64.2858549729734	70.652585169244	64.009809647286
PDSS1	6.73492453750669	6.06496498210937	7.45245099119266	5.2675880812233	7.06205158551027	7.14672594796878	7.22762290350809	7.65851573247128	7.32168762606126	6.34052268226587	5.8804014985582	7.7886062088306
LEMD3	45.4742104772452	44.6111868684044	45.3978472880153	47.9829387035068	48.9160453858739	45.6549669382006	50.5018714270439	47.4475859747358	42.5449416108965	48.5226110823402	48.6230213462872	50.0440329969691
HEBP2	22.0905524830219	25.4728529248593	25.5246446448349	22.890064571134	23.1946281432356	22.5332065183016	21.774357608037	26.7607906054169	25.8237901405674	21.1350756075529	22.468399755685	20.8591407661785
ORC6	4.25647230770423	3.90853298847048	3.78832925385627	4.02252180747961	3.69299945297326	4.119877311182	3.75104479802319	4.40144582325935	3.16613518964811	2.46575882088117	3.24738590218885	4.47621046484517
ORC3	39.7091150731394	45.8915683646275	49.6209028496911	47.3125184022602	47.2315193196054	49.1862903477851	41.5359594707933	45.9510943948277	43.7322423070145	46.3210407065535	46.3410744961004	47.4478309273589
OPN3	8.72846220060867	8.4235624751519	10.9923652120092	8.14081794370874	10.2367353257855	9.41686242555886	11.1616454965568	9.77120972763577	8.31110487282629	11.6242915841541	10.1809936392948	9.93718723195629
ACOT9	12.6077787342125	10.5799944687908	12.9175817180673	10.9182734774447	11.0789983589198	12.1914736759467	13.5403568318886	8.80289164651871	9.99311419232685	12.9452338096262	11.6730358105707	10.7429051156284
PATZ1	85.560481324485	84.6399557503263	78.126527891003	82.5574713820815	87.1418291973515	88.7034808836125	81.2421409913315	86.1803092194182	80.1427969879678	79.5207219734178	81.8867850470865	84.1527567390893
AMACR	25.0539192795249	24.3946369280399	26.3319935022141	24.9970998036233	28.7665220547391	26.2326881854854	28.9104916140324	27.7291086865339	26.6153239379794	25.9785304342838	24.8381137924175	28.737271184306
CORO1C	284.213815482782	272.990812694723	257.420077987446	288.184955207289	309.304901552532	280.235736289176	284.621960162198	307.661063045829	294.648456086627	255.73441485139	290.158318719901	280.568871936496
DAPK2	1.88577887050187	1.01082749701823	1.67680147301835	1.3408406024932	1.10142088948325	1.76566170479229	1.82977795025521	1.32043374697781	0.593650348059021	2.20157037578676	1.31650779818467	1.34286313945355
CD2AP	8.4590652191084	8.96267047356162	8.50821488161162	9.48165854620194	10.7550510384835	11.3506823879504	10.9786677015313	9.06697839591427	10.2899393663564	10.0391609135876	11.5852686240251	11.2800503714098
MKRN1	192.187806602291	202.569830402453	205.625543598657	214.055624755165	228.901176620255	216.251519272655	205.392574916148	217.167336919617	210.844815285629	193.209816179046	199.231513458613	208.054262406004
MKRN2	42.4569642844422	39.8266033825182	43.7210458149969	39.3632491160505	42.0483621926254	40.2739026950241	41.4444705732806	48.4159040558529	41.5555243641315	41.0372718046652	43.1814557804572	42.4344752067323
PHLDA3	35.9914367284357	32.2117029049809	26.7046160517737	28.1576526523573	27.6651011652558	29.4276950798714	29.2764472040834	29.2256002664421	30.7708763743926	30.9981108910776	24.4870450462349	23.3658186264918
ZMYND8	57.5431952484571	66.2428953045945	62.1658620181987	57.7519202359573	57.5978335735654	64.320533531719	51.7827159922225	56.6025932871153	54.4179485720769	61.3797820769349	61.4370305819513	66.2479148797086
TSSK2	4.41811049660439	4.71719498608506	4.1609518034159	4.40561912247767	4.14652570158401	4.6243520839798	4.20848928558699	4.31341690679417	5.93650348059021	4.49120356660499	4.56389370037352	4.74478309273589
BACE1	160.021807011159	156.004377039813	157.370923430685	172.872663392874	154.393292919917	167.569703697668	159.831103954793	153.434401398821	148.511528739432	169.080604860423	164.826776332721	169.021707152554
RUSC1	251.185745550849	245.968024274435	229.287075495694	217.599274918897	205.576969548845	225.079827796617	217.560598285345	224.209650236832	249.333146184789	235.215778949058	234.689456823054	240.014405124998
FAM89B	76.2932251608758	72.7795797853124	63.7184559746972	58.5181148659534	64.0767799822904	62.8911883421253	60.7486279484731	71.3914512532667	62.7290534449032	64.1977921579419	56.6098353219408	58.2802602522842
CA14	14.1702812269141	14.3537504576588	12.3586478937278	14.6534722986757	15.4846819168528	14.5456892823365	14.4552458070162	12.5881350545218	13.950783179387	13.6497363298779	14.832654526214	13.9657766503169
KPNA6	201.4550627659	199.739513410802	222.82828463666	219.610535822637	211.472810780785	207.843606392692	219.847820723164	212.413775430496	210.25116493757	220.597351653833	218.628061685201	205.637108754987
SSBP2	73.1682201754727	75.2055657781561	80.1138481553211	76.5236886708621	73.795199595378	68.3563317141014	73.4655847027468	68.5745259263807	64.5100044890803	67.6322419441693	71.0914211019722	67.9488748563497
NUP62	56.1962103409558	55.7976778354062	49.1861765418715	45.0139345122718	47.9442034245651	51.7086642117741	43.2742485235358	49.7363378028307	48.9761537148692	45.1762241111443	52.9236134870238	45.1202014856394
RABGAP1	124.946320019824	146.165656068836	145.198586811737	138.393905043049	148.691820080239	149.660849263346	132.384434700965	137.061022936296	136.638521778251	133.062913512552	146.571201531227	139.389193875279
DNAAF11	6.73492453750669	6.53668448071787	8.57031863987156	7.08730032746408	7.90431461864452	7.31488420556804	10.2467565214292	7.83457356540165	7.81639624944377	8.6301558730841	8.51341709492754	8.86289672039345
HSPBP1	46.4979190069462	44.6785753682057	53.2229208287676	47.3125184022602	38.4201522037394	42.9644348166123	41.5359594707933	45.5109498125017	46.7994357719861	42.2701512151058	38.6175620800837	36.5258773931366
LDOC1	90.1402300099895	85.5833947475433	90.1125532351712	95.9658774070136	85.1333558106467	86.2651861484231	95.8803645933732	90.9338707085383	99.832200198592	95.8123427542398	90.4002021420141	88.8080156225283
SNHG1	32.1659995911319	35.7832933944453	31.6729167125688	30.1689135560971	29.5439956237861	31.0251985270645	31.4721807443897	35.2115665860748	33.4423029406582	29.5010430355426	31.9472559026147	28.6477469750091
EDC4	112.554058870812	103.845678193673	102.905927436719	97.4024923382563	95.1757227441705	96.7750772483772	93.2271865655031	99.5607045221266	96.6660650089439	102.681242326695	99.5279895427611	100.983308086907
PPP1R15A	45.7436074587454	41.7134813769522	39.8085090446208	34.6703070073243	39.1976257727864	42.5440391726141	36.5955590051043	38.3806075788216	34.7285453614527	35.753502902777	39.7585355051771	40.2858941836066
PLD3	710.507599008806	639.719028612936	663.392345732666	633.35563602054	591.527807116594	634.12478940683	637.311660073891	619.019340583196	681.906366470462	622.86829071759	605.856888724585	593.276935010579
ARFIP2	76.508742746076	74.9360117789513	76.6981414510244	75.8532683696155	74.6374626285122	74.7463455028735	73.008140215183	69.0146705087067	69.4570907229054	64.8142318631622	68.3706383190572	69.6498348329909
SSBP3	347.091070964945	353.924400955982	327.411013546397	312.511634709666	320.18953151919	333.121508304145	316.185629804101	337.943010309853	343.327784627467	322.309903015182	332.198801075265	346.190117351126
POLA2	7.59699487830754	8.49095097495311	7.5145547494526	5.55491106747184	8.55220925951702	8.15567549356437	8.1425118786357	8.1866892312624	7.71745452476727	5.90020860710852	8.33788272183625	8.59432409250273
PLXNB2	80.6574562611801	85.5160062477421	73.2824347467278	65.4138665359184	61.1612540983642	70.037914290094	65.2315839265983	69.0146705087067	75.8883028268782	84.2761139851172	75.830849175437	75.2003358093989
SLC7A11	1.40086430380139	1.48254699562673	1.30417892345871	1.3408406024932	0.712684104959752	0.92487041679596	1.37233346269141	1.14437591404743	0.989417246765035	0.880628150314704	1.22874061163903	1.25333893015665
LSM5	25.0000398832248	21.0252119379791	22.357352973578	21.6449982973903	23.2594176073228	24.046630836695	23.7871133533178	21.655113450436	20.3819952833597	20.3425102722697	22.3806325691394	22.5601007428197
PLA2G15	29.6336679650294	28.9096664147213	30.3066340308501	26.433714734866	29.9975218723968	26.9053212158825	27.2636914588027	31.514352094537	30.9687598237456	25.7143419891894	28.4365684407889	24.8877301845392
ZKSCAN5	32.9203111393327	32.4138684043845	29.0024551073914	28.7322986248544	30.7102059773566	31.5296732998623	28.4530471264686	28.9615135170466	28.1983915328035	32.2309903015182	26.7689918964216	35.0039658350893
CEMIP2	40.5711854139403	42.4547548747656	39.1874714620214	36.5857935823146	42.5018884412361	39.601269664627	33.5764253871832	37.9404629964956	34.1348950133937	35.0490003825252	35.0191074317122	41.0916120672787
TMEFF2	107.219998637106	117.188601154313	98.3102493254831	111.672867321934	124.071823727084	133.853973049015	130.188701160658	142.254729007742	153.35967324858	116.683229916698	134.722631347565	128.556764550353
STX12	276.832338189675	271.912596697903	276.113309223688	311.362342764672	325.567057038432	306.972899247459	310.970762645873	337.150750061667	309.885481686809	284.354829736618	306.044179484663	295.608939098375
SH3BP4	27.209095131527	26.0793494230703	29.1887663821712	29.785816241099	29.6087850878733	28.7550620494744	27.6296470488537	30.9861785957459	27.8026246340975	29.765231480637	32.2105574622516	31.4229974632131
SGK3	0.808190944500803	1.14560449662066	0.807348857379204	1.05351761624466	0.971841961308753	1.17710780319486	0.731911180102085	1.32043374697781	0.692592072735524	1.23287941044059	1.14097342509338	1.07429051156284
PRKD3	3.98707532620396	3.84114448866926	3.72622549559633	3.44787583498252	4.01694677340951	3.69948166718384	3.93402259304871	4.22538799032898	4.35343588576615	6.07633423717146	3.77398902146272	3.84954099976685
CADM1	289.278478734987	287.681505651388	267.356679309037	298.145485397239	319.152900093794	306.300266217062	318.47285224192	319.985111350955	312.260083079045	305.842156604297	321.491204316697	324.525258701275
GSPT2	52.0474968258517	52.3608643455442	53.5955433783272	51.8139118534874	48.0089928886524	53.1380094013679	56.9975831504499	52.6412920461819	56.792549964313	53.8063799842284	51.0805025695652	49.4173635318907
GABARAPL1	210.668439533209	218.338739355937	222.641973361881	215.10914237141	238.360438376993	215.15849059826	224.513754496315	239.086537119448	218.859094984426	204.305730873011	217.925924192836	209.30760133616
SHPK	18.3728741383182	16.6449594509001	17.9479861371223	16.2816358874175	16.326944949987	14.6297684111361	15.9190681672204	15.2290025484774	15.2370256001815	15.7632438906332	17.0268341898551	16.1143576734426
TMEM245	159.105857274058	161.732399522916	145.943831910856	159.368483039192	174.931553035575	168.326415856865	167.607660243378	173.152878687023	182.250656854119	159.481758021993	172.725823121829	170.364570292007
FRRS1L	168.965786796968	138.752921090702	170.661127698312	179.289543419091	148.238293831628	164.122459416883	181.696950460343	134.860300024667	156.525808438228	214.344891786599	189.050519819319	180.659854361151
EID1	261.099554470059	246.978851771454	245.061430093719	274.010354552361	296.347008735082	292.763526480321	286.817693702505	293.400378578469	301.277551639953	257.671796782082	270.761770493314	273.138362564853
SDF2L1	1.02370852970102	0.741273497813367	1.30417892345871	0.287322986248544	1.036631425396	1.26118693199449	0.457444487563803	1.58452049637337	1.38518414547105	0.968690965346175	0.965439052002092	0.895242092969035
PPIL2	65.3018283156648	61.1887578195034	54.7134110270061	55.6448850034679	54.8766760819009	57.8464406141473	51.8742048897353	59.5075475304665	53.4285313253119	54.0705684293228	60.9981946492231	58.2802602522842
PITPNB	96.1208429992954	100.678418703015	95.2671651707461	99.1264302557476	105.671615926305	99.2133719835666	97.6186536461156	104.666381677107	100.524792271328	97.6616618699007	109.006845689691	101.699501761282
PISD	30.17246192803	28.1010044171067	27.9466912169725	28.8280729536039	31.5524690104908	27.7461125038788	28.1785804339303	31.514352094537	25.8237901405674	26.771095769567	29.4897746793366	28.6477469750091
OSBP2	32.3276377800321	30.7965444091553	33.8465482516667	30.3604622135961	30.6454165132693	31.6978315574615	32.8445142070811	32.5706990921192	28.5941584315095	33.4638697119588	33.7025996335276	29.1848922307905
MAFF	2.42457283350241	1.3477699960243	1.9252165060581	2.49013254748738	1.87889445853026	1.68158257599265	1.09786677015313	1.32043374697781	2.17671794288308	1.58513067056647	1.84311091745854	0.984766302265938
IL17RA	14.6013163973145	9.90610947077863	10.8681576954893	12.2591140799379	9.07052497221503	8.7442293951618	12.1680233691972	8.1866892312624	8.11322142347328	11.0959146939653	10.0054592662035	9.48956618547177
FLRT3	14.9784721714149	14.0168079586528	16.4574959388838	19.3464144074019	20.6030495797456	22.6172856471012	16.833957142348	21.2149688681101	21.4703542548013	19.6380077520179	22.2050981960481	21.5753344405537
FLRT2	31.7349644207315	32.2790914047821	27.2014461178532	26.1463917486175	28.6369431265646	28.4187455342758	26.3488024836751	24.6480966102524	25.7248484158909	28.444289255165	28.6998700004258	28.2896501378215
FLRT1	29.1487533983289	27.2249539196909	28.2572100082722	29.3069445973514	19.7607865466113	23.121760419899	26.3488024836751	20.686795369319	22.3608297768898	36.7221938681232	33.8781340066189	30.617279579541
FKBP8	236.907705531335	209.510845881978	213.07799458985	191.069785855282	182.511920333784	213.056512378269	197.890485320101	198.329148796067	215.890843244131	198.581647895966	177.640785568385	180.659854361151
BRD1	56.357848529856	58.4258293276536	47.5093750688532	48.9406819910019	45.8061511096859	52.3812972421712	43.182759626023	47.535614891201	55.3084240941654	56.712452880267	54.1523540986628	51.5659445550164
ARHGAP8	1.45474370010144	1.68471249503038	0.807348857379204	0.861968958745631	1.036631425396	1.26118693199449	0.823400077614846	1.05634699758225	1.28624242079454	0.968690965346175	1.40427498473032	1.43238734875046
APOL2	9.69829133400963	9.7713324711762	11.178676486789	14.2703749836777	13.5409979942353	12.1914736759467	14.2722680119907	13.7325109685692	11.5761817871509	10.5675378037765	12.6384748625728	11.8171956271913
BCL2L13	61.5302705746611	58.8975488262621	54.775514785266	56.027982318466	59.2823596398339	53.558405045366	55.7167385852712	59.771634279862	50.3613378603403	57.9453322907075	56.9609040681234	57.7431149965028
MTCH1	265.894820740764	255.267637247003	251.085494644933	276.787810086097	275.484801298988	255.936868066082	274.375203640769	274.474161538453	246.364894444494	235.303841764089	256.104650340191	254.69637544969
MTCH2	165.517505433764	158.969471031067	167.121213477495	168.083946955398	175.838605532797	168.410494985664	172.731038504092	163.205611126457	163.649612614937	162.828144993189	152.188301470148	155.503551548721
ALK	46.3901602143461	50.4065978513089	60.7995793364801	54.9744647022213	63.7528326618542	63.5638213725223	63.1273392838049	71.7435669191275	70.7433331437	70.009937950019	71.7935585943374	66.6060117168962
ALOX12	4.25647230770423	3.63897898926562	2.91887663821712	3.9267474787301	3.43384159662426	3.78356079598347	3.84253369553595	2.64086749395561	4.25449416108965	3.25832415616441	3.94952339455401	2.95429890679782
FXN	8.40518582280835	8.62572797455554	8.25979984857186	8.71546391620582	9.45926175673853	7.98751723596511	8.41697857117398	7.83457356540165	7.51957107541426	9.51078402339881	7.98681397565367	8.05717883672131
ALOX5	0.808190944500803	1.01082749701823	1.49049019823853	1.72393791749126	0.647894640872502	0.840791287996327	1.46382236020417	0.352115665860748	0.692592072735524	1.497067855535	1.05320623854774	0.984766302265938
KIF4A	1.45474370010144	1.41515849582552	1.17997140693884	1.05351761624466	1.1662103535705	1.17710780319486	0.457444487563803	0.704231331721497	0.890475522088531	0.704502520251764	1.14097342509338	0.895242092969035
IFIT5	33.8901402727337	34.2333578990173	33.0391993942874	38.0224085135573	36.6060472092964	37.1629749294377	34.399825464798	36.2679135836571	36.1137295069238	33.9922466021476	32.8249277680711	34.4668205793078
EML2	42.9418788511426	39.4222723837109	50.4282517070703	56.4110796334641	51.5724134134511	52.2131389845719	54.1614273275543	52.7293209626471	57.4851420370485	55.5676362848578	53.8890525390258	54.699291880408
FTSJ1	50.2694767479499	50.4065978513089	49.5587990914312	49.706876620998	46.0653089660349	49.3544486053844	48.4891156817631	50.1764823851566	51.2518133824288	41.3014602497596	45.8144713768265	47.8059277645465
LAMP5	2.90948740020289	2.35859749304253	4.40936683645566	2.77745553373592	2.07326285079201	1.26118693199449	2.83615582289558	1.84860724576893	1.08835897144154	2.11350756075529	1.49204217127596	1.25333893015665
NAA80	10.4526028822104	6.06496498210937	8.69452615639143	7.2788489849631	6.28457801646327	7.06264681916915	7.86804518609742	7.39442898307572	6.92592072735524	6.78083675742322	7.28467648328851	6.26669465078324
TFIP11	56.3039691335559	57.1454478314305	54.1544772026666	54.9744647022213	59.3471491039212	56.9215701973513	57.8209832280647	53.169465544973	50.4602795850168	49.9316161228437	53.099147860115	53.9830982060328
PANX1	171.33648023417	174.13188348634	177.182022315605	176.224764899107	182.706288726046	178.163673926422	176.024638814552	176.233890763305	178.589813041089	178.239137623696	181.063705843665	184.330346942324
CLDN15	7.21983910420717	7.41273497813367	6.83141340859327	7.2788489849631	6.80289372916127	7.56712159196694	6.40422282589325	6.07399523609791	6.03544520526671	7.48533927767499	6.23147024474077	8.23622725531512
FJX1	19.2349444791191	19.8122189415573	18.0100898953823	17.6224764899107	16.0029976295508	16.0591136007298	13.6318457294013	13.2043374697781	16.1275011222701	15.7632438906332	14.6571201531227	16.2038818827395
PRPF6	132.866591275932	131.744517111376	122.28230001382	124.31507871687	125.173244616567	129.397779222635	116.739833226283	127.289813208661	111.804148884449	114.657785170975	126.823584558457	123.543408829727
ZNF318	70.0432151900696	70.5557592918723	73.8413685710672	65.6054151934175	64.6598851590757	66.5906700093091	71.8187845475171	66.4618319312163	64.2131793150508	73.7966389963722	74.2510398176154	75.8270052744773
SPDYA	2.04741705940203	2.29120899324132	2.11152778083792	2.39435821873786	2.59157856349001	1.84974083359192	2.5616891303573	1.76057832930374	2.37460139223608	2.99413571106999	2.63301559636934	2.95429890679782
CNPY4	4.84914566700482	4.04330998807291	4.1609518034159	4.40561912247767	4.53526248610751	4.8765894703787	5.48933385076564	6.86625548428459	5.6396783065607	5.45989453195117	5.70486712546691	6.71431569726776
ATP6V1C2	16.8642510419167	14.42113895746	15.1533170154251	19.2506400786524	16.5213133422488	16.8158257599265	18.3892684000649	15.3170314649426	15.4349090495345	16.7319348559794	15.8858607647617	17.9048418593807
CNOT6L	43.7500697956434	50.6761518505138	45.2736397714954	53.5378497709786	57.8569914299144	51.960901598173	51.233782607146	52.8173498791123	55.6052492681949	54.1586312443543	59.2428509183102	55.684058182674
AKR7L	2.10129645570209	1.81948949463281	1.73890523127829	1.05351761624466	0.971841961308753	1.51342431839339	1.18935566766589	1.32043374697781	1.28624242079454	1.67319348559794	2.10641247709547	1.43238734875046
CDC26	9.10561797470904	9.16483597296526	8.88083743117125	8.04504361495922	9.13531443630228	6.72633030397062	10.2467565214292	7.13034223368015	8.5089883221793	6.60471112736028	8.77671865456447	9.13146934828416
SLC17A8	10.7219998637106	14.8254699562673	11.3028840033089	9.8647558612	11.5973140716178	8.32383375116364	9.97228982889091	11.9719326392654	9.99311419232685	8.36596742798969	9.91769207965785	5.99812202289253
RNASEH1	78.0712452387775	70.8253132910771	70.7982844163302	72.6927155208815	78.719198866009	77.9413523972595	74.3804736778744	74.6485211624787	78.2629042191142	70.0980007650505	68.2828711325116	75.2898600186958
AFG1L	7.21983910420717	9.29961297256769	9.25345998073088	10.056304518699	9.20010390038953	8.07159636476474	9.60633423883987	8.01063139833203	10.4878228157094	9.59884683843028	9.47885614692963	9.40004197617487
PELI3	23.9763313535238	20.7556579387743	22.4815604900978	21.0703523248932	19.8255760106986	20.3471491695111	19.9445796577818	18.3980435412241	21.9650628781838	19.1096308618291	20.0986857189526	21.0381891847723
POLR2J2	20.6896881792205	15.7015204536831	18.258504928422	16.2816358874175	16.1973660218125	15.8068762143309	16.7424682448352	14.7008290496862	17.6116269924176	15.6751810756017	17.4656701225833	15.5772124176612
MTOR	219.343022337518	215.912753363093	219.971511756703	237.137237983798	227.734966266684	222.557453932628	223.781843316213	220.776522494689	216.18766841816	235.479967394152	229.33565844377	236.612485171716
FRG1	17.6185625901175	21.0252119379791	20.4321364675199	17.5267021611612	16.1325765577253	17.1521422751251	18.6637350926032	20.3346797034582	15.9296176729171	16.9080604860423	15.798093578216	16.1143576734426
FRZB	1.56250249270155	1.41515849582552	1.67680147301835	0.861968958745631	0.712684104959752	1.09302867439523	0.731911180102085	0.352115665860748	0.890475522088531	1.23287941044059	0.877671865456447	0.626669465078324
ALPL	1.23922611490123	1.95426649423524	0.807348857379204	1.05351761624466	1.295789281745	1.17710780319486	1.37233346269141	0.704231331721497	0.890475522088531	1.497067855535	1.31650779818467	1.16381472085975
NR5A2	4.25647230770423	4.11069848787413	5.09250817731498	3.54365016373204	5.63668337559077	5.04474772797796	5.03188936320184	5.98596631963272	5.8375617559137	4.05088949144764	6.40700461783206	7.6095577902368
FTH1	409.591170673007	441.799004696767	399.886099435746	441.615429864012	449.768459693691	424.263283922947	431.644618465205	436.183281085002	423.470581615435	402.975441584009	427.075129731107	400.620836603643
ABL1	129.041154138628	125.409998130061	118.431867001703	109.086960445697	110.854773053285	121.073945471471	106.493076704853	116.726343232838	119.224778235187	120.38186814802	126.823584558457	125.244368806368
FTL	437.770094937935	419.426022762763	396.470392731449	427.823926524081	480.543455135135	443.517404418062	430.912707285103	485.831589971368	475.019220171893	366.341310530917	425.232018813649	420.495211067556
FUCA1	45.6358486661453	49.7327128532968	47.8819976184128	41.6618330060388	45.4174143251624	44.7300965214046	44.1891374986634	44.1905160655239	44.6227178291031	42.8865909203261	42.742619847729	45.3887741135301
FUCA2	15.0323515677149	14.42113895746	15.215420773685	17.5267021611612	16.4565238781615	16.8158257599265	18.4807572975777	16.1973206295944	18.4031607898296	18.4931911566088	14.832654526214	13.9657766503169
FUS	301.509101695099	291.994369638665	275.181752849789	305.520108710951	310.665480298365	308.402244437053	297.61338360901	307.044860630573	282.874390850123	276.781427643912	295.599884285731	310.738530469552
FUT1	8.72846220060867	9.83872097097741	10.6818464207095	9.48165854620194	10.107156397611	10.5939702287537	12.0765344716844	9.94726756056614	11.1804148884449	9.33465839333587	9.82992489311221	9.48956618547177
FUT2	1.18534671860118	1.3477699960243	0.621037582599388	0.861968958745631	1.036631425396	1.00894954559559	1.18935566766589	0.704231331721497	1.18730069611804	1.32094222547206	1.31650779818467	1.61143576734426
FUT3	1.29310551120128	1.14560449662066	1.30417892345871	1.05351761624466	0.971841961308753	1.17710780319486	1.09786677015313	0.352115665860748	0.494708623382517	0.792565335283234	0.789904678910802	1.25333893015665
FUT4	2.96336679650294	3.70636748906683	3.10518791299694	2.87322986248544	2.98031534801351	3.27908602318568	3.65955590051043	3.52115665860748	1.97883449353007	3.17026134113294	2.72078278291499	3.22287153468853
TMEM9	129.095033534928	117.727709152723	121.5370549147	125.272822004365	129.708507102675	122.419211532265	136.318457294013	133.363808444758	132.384027617162	116.947418361793	115.501617494068	114.232891062849
ZNF396	3.28664317430326	3.23464799045833	2.42204657213761	3.06477851998447	3.69299945297326	2.52237386398898	3.0191336179211	3.16904099274674	3.56190208835412	3.43444978622735	3.15961871564321	2.86477469750091
NEIL2	27.6940096982275	22.9120899324132	27.449861150893	27.2956836936116	24.4256279608933	28.0824290190773	28.1785804339303	26.2326171066258	22.5587132262428	24.2172741336544	26.0668544040565	23.8134396729763
STXBP4	7.21983910420717	11.3886564664054	10.8681576954893	10.5351761624466	10.4958931821345	10.762128486353	9.60633423883987	11.7078458898699	12.3677155845629	10.9197890639023	12.0241045567533	10.4743324877377
FNDC5	54.9031048297545	59.3692683248706	48.751450234052	47.0251954160116	54.5527287614647	46.6639164837961	46.4763599364824	49.0321064711092	45.4142516265151	50.8122442731584	51.5193385022934	47.9849761831403
FUT8	48.2759390848479	48.2501658576701	51.4840155974893	52.867429469732	48.1385718168269	48.2614199309892	49.312515759378	46.127152227758	43.435417132985	51.4286839783787	49.2373916521067	44.1354351833734
HCG27	1.61638188900161	2.49337449264496	1.80100898953823	1.62816358874175	1.554947138094	1.51342431839339	1.55531125771693	1.93663616223412	2.57248484158909	2.55382163591264	2.89631715600628	2.23810523242259
CUTALP	31.1422910614309	31.0660984083602	26.7046160517737	26.9125863786136	30.4510481210076	27.9142707614781	25.7083802010857	29.3136291829073	30.8698180990691	24.2172741336544	23.7849075538697	27.842029091337
KDSR	19.6121002532195	20.9578234381779	17.8237786206024	21.0703523248932	21.0565758283563	23.8784725790957	21.4998909154988	22.6234315315531	19.0957528625652	18.0528770814514	22.1173310095025	21.2172376033661
PRR14L	83.566943661383	91.6483597296526	93.9629862472874	89.3574487232971	92.6489336447678	93.3278329675923	88.7442305873778	90.317668293282	83.5068156269689	97.7497246849322	97.2460426925743	99.8194933660474
EPHX4	1.18534671860118	1.48254699562673	1.30417892345871	1.53238925999223	0.907052497221503	2.27013647759008	1.37233346269141	0.968318081117058	1.18730069611804	1.32094222547206	1.49204217127596	1.16381472085975
SERHL2	3.8254371373038	3.36942499006076	3.16729167125688	3.63942449248155	3.56342052479876	3.61540253838421	3.0191336179211	2.20072291162968	3.06719346497161	3.34638697119588	4.03729058109966	3.49144416257924
