"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"diffexpressed"
"ATG2B"	0.060518625156242	6.88967825237173	2.79889785136699	0.45454067461966	0.999976111862665	"No change"
"APBB3"	0.084965078714101	5.93375277936149	2.20953719077042	0.454711458247802	0.999976111862665	"No change"
"PARTICL"	0.263668775427996	3.00115342421351	6.60857023893954	0.454860980715421	0.999976111862665	"No change"
"PELO"	0.127709460720412	4.81214497037578	4.27051727735172	0.454969757786074	0.999976111862665	"No change"
"CIAO3"	0.149744188455541	4.38911539354097	4.32964825417494	0.454975639010032	0.999976111862665	"No change"
"DHRS1"	0.233768482207322	3.2751340242714	4.45425939238363	0.455183049131178	0.999976111862665	"No change"
"GRIN3A"	-0.0665841368764038	6.72679783805758	0.581849235706395	0.455267225018716	0.999976111862665	"No change"
"NUP58"	0.0790502375375651	6.12991795679963	2.15440392082905	0.455529358380714	0.999976111862665	"No change"
"MORF4L1"	-0.0265006384958423	9.23727140912668	0.588837111708596	0.455681417020878	0.999976111862665	"No change"
"ZSCAN5A"	-0.315020088954252	2.56732591613014	7.33378526942358	0.455782807628818	0.999976111862665	"No change"
"AKAP7"	-0.210952428170169	3.47803314259927	5.23169082573875	0.455850880660523	0.999976111862665	"No change"
"EHMT1"	0.0853563959424409	5.91359697278276	3.09105695652889	0.455916007169247	0.999976111862665	"No change"
"NIM1K"	-0.197295310397696	3.64101639735931	4.24449181122528	0.455966733054913	0.999976111862665	"No change"
"ZNF331"	-0.132937856431552	4.67029800744688	2.38107642800782	0.456160539715952	0.999976111862665	"No change"
"MARK1"	-0.0543588436210776	7.17104702335141	1.74471049601833	0.456336723235537	0.999976111862665	"No change"
"CERS1"	-0.116655259245789	5.02290333791677	3.48404069468873	0.456479770588506	0.999976111862665	"No change"
"ABHD13"	0.135277486491056	4.64815110439504	2.87757537472734	0.456556919469691	0.999976111862665	"No change"
"ERGIC3"	0.0626019341416021	6.7811847551062	1.89540608307203	0.456599308891419	0.999976111862665	"No change"
"EPB41L3"	0.0505817654243468	7.38468039717183	1.38442960162244	0.456669625250469	0.999976111862665	"No change"
"DGCR6"	-0.1522806496713	4.30395405928874	5.41543146505682	0.457128334725432	0.999976111862665	"No change"
"PGAP2"	0.202726022162579	3.60523324903986	5.84390797376631	0.457212754075915	0.999976111862665	"No change"
"ITPR1"	0.290819609197073	2.77586801952405	4.90103384665741	0.457499104410539	0.999976111862665	"No change"
"DDIT4"	-0.191282114755522	3.70696172187387	4.52392434875494	0.457551297094365	0.999976111862665	"No change"
"SOCS2"	-0.120933735135385	4.91728969616937	2.5108045403467	0.457743158296358	0.999976111862665	"No change"
"KLHL7"	0.0497954201407819	7.42281850628247	2.02968610735008	0.457818412884218	0.999976111862665	"No change"
"DRP2"	-0.163135271097853	4.11059043301924	4.55203814959915	0.458077199490739	0.999976111862665	"No change"
"BZW1"	-0.042518262909126	7.86219158657864	1.01203719429411	0.458276783203366	0.999976111862665	"No change"
"S100A6"	0.101132987086764	5.42734489806715	0.829919897808264	0.458511051230684	0.999976111862665	"No change"
"ITGB1BP1"	-0.0740740041485746	6.27743411611947	3.62588448510829	0.458610789150728	0.999976111862665	"No change"
"CFAP251"	-0.340270087138462	2.39877863891583	8.32198432249652	0.459044807733894	0.999976111862665	"No change"
"C21orf58"	-0.375834083756006	2.2141341632559	5.64903193089403	0.459094506931434	0.999976111862665	"No change"
"UBE3C"	0.0494071835685731	7.43717955747803	2.14568730636537	0.459227777339419	0.999976111862665	"No change"
"ATP2B1"	-0.0451926095047924	7.67964462417427	1.6185229984774	0.459236741881554	0.999976111862665	"No change"
"ABL1"	0.0592709195267834	6.91962157135857	1.3837704221863	0.459276504852837	0.999976111862665	"No change"
"SHISA9"	-0.179713888163876	3.85940098918111	3.90934318433871	0.459433139486752	0.999976111862665	"No change"
"FBL"	0.151802978671873	4.32663957313053	4.65694461970971	0.459436003237039	0.999976111862665	"No change"
"LLGL1"	0.0949565841077613	5.59492559503841	3.03458917437525	0.459503727682926	0.999976111862665	"No change"
"NOS1"	-0.280341506901744	2.79830233205079	2.1512633203141	0.459585107097524	0.999976111862665	"No change"
"SSU72"	-0.0609693190885585	6.82503605405991	2.25041243151725	0.459623612226527	0.999976111862665	"No change"
"QTRT2"	-0.177302375050214	3.88996576758794	4.91270303904924	0.459652267468351	0.999976111862665	"No change"
"ZKSCAN7"	0.141373522979587	4.51250446095716	4.80941054967917	0.459684182814986	0.999976111862665	"No change"
"BICRA"	-0.222474341479568	3.32589186940265	2.63267460914607	0.459694883930445	0.999976111862665	"No change"
"BLTP3A"	0.0728140561530899	6.33396752586805	2.55927821088015	0.45978097350657	0.999976111862665	"No change"
"CSNK1A1L"	0.185103919086295	3.81594371602165	2.36852755518564	0.45981247922996	0.999976111862665	"No change"
"TANC1"	0.230497330428422	3.28308262469653	6.54662211165927	0.459913560994286	0.999976111862665	"No change"
"C16orf46"	-0.225059102084651	3.29784054510032	5.48768725250785	0.459974603291952	0.999976111862665	"No change"
"SMPD4"	-0.0724609519956335	6.33082368764838	2.32325943064116	0.460156065227301	0.999976111862665	"No change"
"SCOC"	-0.0490440512073236	7.91533306504625	0.569070404253017	0.460184928223496	0.999976111862665	"No change"
"MIIP"	0.135115250296663	4.62841411902781	2.82054893477751	0.460484237246102	0.999976111862665	"No change"
"WDFY2"	0.0869565846315699	5.83218232275892	3.9847864142335	0.460537088600162	0.999976111862665	"No change"
"WARS2"	-0.143439784692974	4.43878610384419	4.71625250381608	0.460652990806796	0.999976111862665	"No change"
"KDM6A"	0.10750281970932	5.24517808222742	2.20094049859462	0.460663761436206	0.999976111862665	"No change"
"ALS2"	0.0698620919112651	6.4446606205984	3.64274801389223	0.460686812905668	0.999976111862665	"No change"
"TNR"	-0.0785728520521693	6.09611489764711	1.25558502323974	0.460716361199577	0.999976111862665	"No change"
"ADPRHL1"	0.22471480735071	3.33764381577148	5.05548856934683	0.460874220813072	0.999976111862665	"No change"
"BAK1"	-0.184475638635977	3.7842992819371	4.81157215490784	0.460927939265089	0.999976111862665	"No change"
"FAM163A"	-0.10722829159297	5.23091563008167	3.78723745695306	0.461007783860645	0.999976111862665	"No change"
"PRPF6"	0.0578879805334573	6.97594286688989	2.20463285439774	0.461026617023994	0.999976111862665	"No change"
"C11orf71"	0.144126862490599	4.45303466694382	5.53116490828226	0.461099086668105	0.999976111862665	"No change"
"GAS2"	0.422914228968661	2.05186371752663	4.92205236307347	0.461186861833545	0.999976111862665	"No change"
"APTR"	0.17247096442879	3.98663457243022	3.66708969155625	0.461224652630699	0.999976111862665	"No change"
"GNL2"	0.086994761227746	5.82699141466394	2.81577888758345	0.461232480279844	0.999976111862665	"No change"
"SMC4"	0.257716973360909	3.01993690721724	6.01541724852951	0.46147791424901	0.999976111862665	"No change"
"LINC00632"	-0.280066368779897	2.78718042171285	5.52541303215774	0.461584518134006	0.999976111862665	"No change"
"MXD1"	0.0936142274040075	5.6202238117312	3.39760279001446	0.461625099887587	0.999976111862665	"No change"
"WDR55"	-0.110513204453368	5.14132562651068	4.14368755506615	0.461647060245363	0.999976111862665	"No change"
"ZFP1"	0.101019638504127	5.40957880437582	3.09787897179828	0.461695043151191	0.999976111862665	"No change"
"TTC3"	-0.0306876974487028	9.90685998252144	0.564954106563037	0.461787642125403	0.999976111862665	"No change"
"CCDC102B"	0.409612989730666	2.10323173551171	6.76574717541195	0.461812914455547	0.999976111862665	"No change"
"ESCO1"	0.165449211749106	4.08910237007505	5.16407097053432	0.461904937046385	0.999976111862665	"No change"
"SEC22B"	0.060929517742144	6.82253897146243	2.20116298528761	0.462092971196469	0.999976111862665	"No change"
"SLC12A2"	-0.107410428742951	5.2131415800438	2.64434657316649	0.462265730773946	0.999976111862665	"No change"
"CCDC74B"	-0.287907223950278	2.7267678875603	4.90326396127977	0.462317817427916	0.999976111862665	"No change"
"FKBP4"	-0.0508786211475561	7.32304879493884	2.19652049176037	0.462330985227913	0.999976111862665	"No change"
"RBPMS"	-0.377136835735438	2.200781472504	5.20980725474886	0.462469210634605	0.999976111862665	"No change"
"PBXIP1"	0.394200246813231	2.16725793154057	5.47122415808984	0.462502908936177	0.999976111862665	"No change"
"BMP2K"	-0.151004764791497	4.29058542488697	5.12430253799509	0.462507024098281	0.999976111862665	"No change"
"ZMIZ1"	-0.0603595792419377	8.89486861974459	0.563012580285098	0.46254679204705	0.999976111862665	"No change"
"ADRA1B"	-0.340044670547679	2.38968749849607	4.46054643771974	0.462556759733524	0.999976111862665	"No change"
"BCDIN3D"	0.198979864672695	3.61974134217397	5.9286574864351	0.462875044461941	0.999976111862665	"No change"
"SUMO2"	0.042683933891952	7.83118935427375	1.17579385239835	0.462972420398925	0.999976111862665	"No change"
"AIP"	0.115427167824282	5.03793823053294	4.487325386495	0.462974691861146	0.999976111862665	"No change"
"MPV17L"	-0.219958257291447	3.33604306009886	4.02137032532778	0.462985803616705	0.999976111862665	"No change"
"GAB1"	0.241607778575616	3.15675458106211	5.33522315128151	0.463311396349968	0.999976111862665	"No change"
"RASA3"	-0.114136910950869	5.04053425170114	2.74082102409323	0.463439488282526	0.999976111862665	"No change"
"FAM43A"	0.228764046708054	3.28191036402406	4.00205477068684	0.463452813864826	0.999976111862665	"No change"
"AK1"	-0.068970644135358	6.44988768191716	2.75588060182716	0.463472432955335	0.999976111862665	"No change"
"GPR75"	0.47849791131477	1.85139882898296	4.68074101519188	0.463565676049877	0.999976111862665	"No change"
"DVL3"	-0.0625991457219582	6.7241541465936	1.51238697825756	0.463615884906296	0.999976111862665	"No change"
"CLCN7"	0.0988103517383882	5.4591495924622	2.34963355296096	0.463645460797823	0.999976111862665	"No change"
"LAMB2"	-0.563201457802894	1.58407942303778	6.16325920824795	0.463650067779562	0.999976111862665	"No change"
"ASCL1"	0.45069977506034	1.94314623921219	3.20505701369224	0.463803108269553	0.999976111862665	"No change"
"GPR19"	0.148853893565394	4.3515383728537	4.66068522095217	0.463931230599958	0.999976111862665	"No change"
"GTPBP2"	0.0897841032117337	5.72184656944042	3.49393008865713	0.463958224804952	0.999976111862665	"No change"
"TFDP2"	-0.123738812924872	4.81457394368021	1.14233582007635	0.464169085670697	0.999976111862665	"No change"
"SLC1A6"	-0.0946899528318643	5.55317521386551	3.06219820550203	0.46419271482333	0.999976111862665	"No change"
"MATN1"	-0.441446540618166	1.92575812558989	7.62919325288342	0.464202216701263	0.999976111862665	"No change"
"RTL5"	-0.0690188973799584	6.44130580944359	2.32389868331613	0.464224898468278	0.999976111862665	"No change"
"DRC7"	0.528552215191964	1.71196192279454	6.27513807088691	0.464234838682625	0.999976111862665	"No change"
"ZYG11B"	-0.0345600988350657	8.41965592780243	1.17939204284095	0.464265762231653	0.999976111862665	"No change"
"ADAM23"	-0.075053883793874	6.20326872971314	2.89051756341949	0.464398896442474	0.999976111862665	"No change"
"FOXN3"	0.0736553951569712	6.27252119266175	2.4974255123153	0.464419358709705	0.999976111862665	"No change"
"ENOPH1"	-0.0845336296640005	5.86801259919033	2.89935829837368	0.464431412268392	0.999976111862665	"No change"
"ZNF14"	0.180945767923587	3.84660474009704	4.25482613833863	0.464510199676096	0.999976111862665	"No change"
"IL17RD"	-0.0789797718836214	6.05730503005706	1.25665771110465	0.464640143137123	0.999976111862665	"No change"
"TENT4A"	-0.0967907590993976	5.48773689256371	3.41510343200968	0.464661484230665	0.999976111862665	"No change"
"ZNF415"	-0.132292335998812	4.63204806123549	3.96316672736205	0.464758487594572	0.999976111862665	"No change"
"MIR124-2"	0.393366365079787	2.16097730175986	5.11531599422369	0.464876133599766	0.999976111862665	"No change"
"SIDT2"	-0.0975871979478611	5.46453291029121	3.74553396803149	0.464935674992275	0.999976111862665	"No change"
"UBE2H"	0.041160019312623	7.92164543244708	1.83404603880282	0.464985874525179	0.999976111862665	"No change"
"HLA-DPB2"	-0.402840432279032	2.06813827420501	5.83828826749754	0.465021428406441	0.999976111862665	"No change"
"ST8SIA3"	-0.0491025973008521	7.40602012095388	1.64411191035841	0.465137489973012	0.999976111862665	"No change"
"ASL"	-0.199087842289157	3.56698219666229	4.18815639718717	0.465176681144009	0.999976111862665	"No change"
"MAL2"	-0.141001618979291	4.45666218787153	4.88658787098043	0.465279994610572	0.999976111862665	"No change"
"ZNF134"	0.0976318372098546	5.48132495972929	3.15064506666735	0.465282833344387	0.999976111862665	"No change"
"KMT2C"	0.049007643324372	7.42207809385849	0.746287174418129	0.465300850174467	0.999976111862665	"No change"
"EXOC8"	0.0829085949838001	5.93462322921894	2.77204743007797	0.46544173078546	0.999976111862665	"No change"
"SEC23IP"	0.0913949508271927	5.66291958121861	2.77974288019346	0.465489990779511	0.999976111862665	"No change"
"NDUFB2"	-0.0894318691783473	5.70701837485664	2.70327220713593	0.465499443252105	0.999976111862665	"No change"
"CDK20"	-0.125653763475036	4.76725852139904	3.00649096370389	0.465505203298532	0.999976111862665	"No change"
"CDK12"	-0.089760237743337	5.69297631242361	2.83719126152784	0.465558146213813	0.999976111862665	"No change"
"RBM42"	0.115804645370563	5.01238961650432	3.25969135257129	0.465614837507701	0.999976111862665	"No change"
"USP40"	0.144941336591787	4.41123259390233	5.64140391563235	0.465658938412987	0.999976111862665	"No change"
"PRKCZ"	-0.0574905766840976	6.95307813124782	2.46627284494378	0.465677922755655	0.999976111862665	"No change"
"BICD1"	0.0525907197026243	7.21578974034207	2.01150366117136	0.465814138374752	0.999976111862665	"No change"
"GNAO1-DT"	-0.241040255853621	3.10575013539827	6.85687888705906	0.465814308843675	0.999976111862665	"No change"
"MFSD2A"	-0.261356434411119	2.93256731457538	4.63912609794342	0.465858707657416	0.999976111862665	"No change"
"TACC2"	-0.0668718468775101	6.51857278607536	0.7797644059378	0.466283747738775	0.999976111862665	"No change"
"PSMD14"	0.0662852840815145	6.55764437178114	1.45267539457139	0.466303646399632	0.999976111862665	"No change"
"DPM3"	0.274678010110986	2.8547816572726	5.53286856819774	0.46631116453833	0.999976111862665	"No change"
"MRPL3"	-0.0862917206183216	5.79801744785036	3.24444959422158	0.466437419850231	0.999976111862665	"No change"
"SLC25A43"	0.548512298947608	1.65537662644798	6.80048037457543	0.466575142774144	0.999976111862665	"No change"
"TRMT2A"	-0.16234452351452	4.07831161966113	3.86340585155899	0.466679077067051	0.999976111862665	"No change"
"GPATCH4"	-0.123228345410904	4.81047420141399	4.20159009643457	0.466933833450974	0.999976111862665	"No change"
"SPRYD3"	0.0702289781246293	6.39167329493713	2.03976084490592	0.466979180199848	0.999976111862665	"No change"
"DDX6"	0.0360771571192959	8.28673624783799	1.53414571380199	0.467066167018316	0.999976111862665	"No change"
"CCDC24"	0.175837494767438	3.90397060151518	5.49348131885678	0.467128398754414	0.999976111862665	"No change"
"SRA1"	-0.0995779902232585	5.39579735855363	4.48042606491543	0.467158967850996	0.999976111862665	"No change"
"ABCD4"	-0.119031417008686	4.90090990669481	4.10395551736927	0.467279496206287	0.999976111862665	"No change"
"RBM10"	0.090020480425338	5.69407730979293	2.27191203164793	0.467319627193154	0.999976111862665	"No change"
"LONRF1"	-0.104596269182083	5.25526632555335	1.97386378272289	0.467486204332838	0.999976111862665	"No change"
"SF3A1"	-0.0543504558444407	7.10066955201582	0.997577836528263	0.4676703403672	0.999976111862665	"No change"
"HS3ST4"	-0.179149445482396	3.82661394380676	3.88459420529035	0.467703923095981	0.999976111862665	"No change"
"ALMS1"	0.102671938238717	5.32751030992094	2.52323407433073	0.467742990561003	0.999976111862665	"No change"
"MYH7"	-0.52995633747638	1.64845993635125	9.05228358737232	0.467837740148934	0.999976111862665	"No change"
"ARHGAP11A-SCG5"	-0.0789491497339772	6.03877812543076	1.91951219669814	0.467873767809476	0.999976111862665	"No change"
"RHBDD2"	-0.0556570992059305	7.02903373915843	1.88124682282756	0.468269258428963	0.999976111862665	"No change"
"RNF25"	-0.112763153283017	5.04549398282279	4.01845695329111	0.468309792419768	0.999976111862665	"No change"
"BLZF1"	-0.144758670687945	4.36668428154226	5.00179300812794	0.468367848369402	0.999976111862665	"No change"
"SPRY1"	-0.471356751514145	1.80926490203651	5.59755675411469	0.468437021360992	0.999976111862665	"No change"
"PCDHB13"	-0.407124210856524	2.03112467600557	4.44791385481596	0.46871901384745	0.999976111862665	"No change"
"GRK4"	-0.220320269997199	3.30032975041639	5.84907222128579	0.468964588570022	0.999976111862665	"No change"
"BRAP"	0.120649175320204	4.88051875934521	3.94957369313615	0.46899945073499	0.999976111862665	"No change"
"SLC6A9"	-0.126172649254461	4.736731734123	3.9925737091879	0.469045062184361	0.999976111862665	"No change"
"DYNC2H1"	0.0917808340183422	5.6275682190962	3.65882919131422	0.469231415950601	0.999976111862665	"No change"
"OSGEP"	-0.176034239884363	3.852668677817	5.04008851417505	0.469277780995304	0.999976111862665	"No change"
"SIPA1L2"	0.0496639305893193	7.35574863298903	0.801668569153849	0.469297247750748	0.999976111862665	"No change"
"RSKR"	-0.209586713386752	3.41945203047982	2.36921299827677	0.469458865905887	0.999976111862665	"No change"
"ZNF329"	-0.10059407933773	5.35131189207594	1.43552478877391	0.469691087824297	0.999976111862665	"No change"
"RUVBL2"	-0.07615846776325	6.13150203190877	2.87967585250868	0.469821280934515	0.999976111862665	"No change"
"BEGAIN"	-0.151292424272464	4.24874826218996	3.11523799856408	0.469912541470568	0.999976111862665	"No change"
"SLCO4A1"	-0.195794209085981	3.58348063541711	4.70243997940576	0.469951576341389	0.999976111862665	"No change"
"ABHD1"	-0.268133429341666	2.84505254376154	5.52755496539903	0.470030052336069	0.999976111862665	"No change"
"CIB2"	-0.0769279404705647	6.10080086586443	3.42322271002682	0.470036052323597	0.999976111862665	"No change"
"PDZRN4"	0.14346041857391	4.41086571171373	3.11854052085342	0.470294968144483	0.999976111862665	"No change"
"DHX16"	0.118456565135597	4.92190542421427	3.80150341903589	0.470369563820916	0.999976111862665	"No change"
"ARID1A"	-0.0624646774289172	8.02374139845758	0.543174918244781	0.470423670794956	0.999976111862665	"No change"
"POLR2E"	-0.0622262134803224	6.69750552230478	2.39172527003692	0.470543358539695	0.999976111862665	"No change"
"MEX3C"	0.0736352397541926	6.23422624855102	2.72745614055332	0.470605512202764	0.999976111862665	"No change"
"ZNF385D"	0.119398633270253	4.89720679268031	3.92251182392847	0.470856490937366	0.999976111862665	"No change"
"SERPINB9"	-0.0721060293953442	6.27546323424439	2.67530668473094	0.470881739903194	0.999976111862665	"No change"
"ARF3"	-0.0346774579439047	8.36650858600355	0.850483093959824	0.471009332794066	0.999976111862665	"No change"
"IFRD2"	-0.226690144871937	3.22501668071601	5.97912701607828	0.471039653248664	0.999976111862665	"No change"
"FUT9"	-0.0838747559562184	5.84657816450021	3.02476105196382	0.471096196883168	0.999976111862665	"No change"
"NENF"	-0.144724800059401	4.35326181935645	3.092570986961	0.471098765964791	0.999976111862665	"No change"
"PLCB3"	0.188328104936408	3.70882711497878	5.17617611068276	0.471236902425327	0.999976111862665	"No change"
"OGDHL"	-0.1087354124855	5.12408885192433	3.81937823659171	0.47141075239422	0.999976111862665	"No change"
"TANGO6"	0.149840861536236	4.28909967400982	3.56796047751566	0.471591849880266	0.999976111862665	"No change"
"RFXAP"	-0.212982263640343	3.36559818837665	4.82944709563659	0.47172594664446	0.999976111862665	"No change"
"ADAM21"	-0.542225428319266	1.60051902476223	8.26802302249185	0.471735073063449	0.999976111862665	"No change"
"PSMD12"	-0.0705124808193159	6.33193729123669	1.67530087568087	0.471766259267265	0.999976111862665	"No change"
"RALGPS2"	0.0596656071635984	6.81863990369444	1.48141565700145	0.471768671089293	0.999976111862665	"No change"
"CDIP1"	-0.074467594113112	6.1792159200772	3.27592752513075	0.471863375830258	0.999976111862665	"No change"
"ATP13A1"	-0.100582132317645	5.33607766546833	2.06491643696716	0.471987200609315	0.999976111862665	"No change"
"TSFM"	-0.117639168144206	4.90590236149491	4.63350398188484	0.471993730195196	0.999976111862665	"No change"
"ZNF558"	0.109700693189763	5.11956323944351	3.41841582135784	0.472031561644473	0.999976111862665	"No change"
"AHCYL1"	-0.0481450729310387	7.41807264901154	1.37128397534023	0.472256652618789	0.999976111862665	"No change"
"MED21"	0.104785599926128	5.24258033891515	3.15951360452698	0.47230404669242	0.999976111862665	"No change"
"IRS1"	-0.0986315229001737	5.38757126587847	2.43312697173979	0.472330621105385	0.999976111862665	"No change"
"JAG2"	-0.0982961700999372	5.39948416314605	1.54177509429997	0.472366994322144	0.999976111862665	"No change"
"TOP1MT"	-0.246999083386691	3.01494123366486	2.90047632782218	0.47246556372944	0.999976111862665	"No change"
"APLP2"	0.0338975733505296	8.42823883241912	1.15573161817499	0.472597857130651	0.999976111862665	"No change"
"SLC36A1"	-0.0622427411002358	6.68138482393268	2.37077837380505	0.472666390952326	0.999976111862665	"No change"
"NPR3"	0.333251475065966	2.43321500263678	3.67309894937705	0.47268775588226	0.999976111862665	"No change"
"ZNF79"	0.205494183731842	3.4872902855216	3.81331318427937	0.472712520900172	0.999976111862665	"No change"
"ZNF217"	0.291316895399285	2.69961472051924	7.91606732132336	0.472887266487822	0.999976111862665	"No change"
"LINC00461"	-0.213957369570477	3.34859543329101	2.52945780822638	0.472914240691207	0.999976111862665	"No change"
"TUBGCP6"	-0.0897880698973189	5.64622162272491	1.57849349157138	0.472914412664712	0.999976111862665	"No change"
"FAM3A"	-0.116914198493517	4.91807692461661	2.91304100897752	0.473033790904778	0.999976111862665	"No change"
"JMJD1C"	0.0653746476731692	6.5538953783249	1.75887277242775	0.473053359141861	0.999976111862665	"No change"
"CBX4"	-0.102192767504002	5.28861731937608	2.14701134260683	0.473100994872485	0.999976111862665	"No change"
"RTP5"	-0.371475762075425	2.1752584040776	3.01355251817766	0.473127597524678	0.999976111862665	"No change"
"NAP1L2"	-0.0514060480975181	7.22568874134111	0.759141215459214	0.47329498128501	0.999976111862665	"No change"
"MYSM1"	0.0764541559719096	6.11067458309041	1.97194958407535	0.473444987055461	0.999976111862665	"No change"
"MDC1"	-0.115950730325161	4.93570171773927	1.0588090279812	0.473448417001372	0.999976111862665	"No change"
"PRR19"	0.118567643546571	4.90067737354844	3.64822021451551	0.47346643712791	0.999976111862665	"No change"
"SEMA6B"	-0.08905009929987	5.66834536742393	2.10510887120511	0.473677308984044	0.999976111862665	"No change"
"ANGEL2"	0.108717769051456	5.1336585902761	2.40466246194893	0.47372448573348	0.999976111862665	"No change"
"ZNF322"	0.094209327070999	5.5268250100437	2.76854810427337	0.473769838022232	0.999976111862665	"No change"
"NOMO3"	-0.0622824666208363	6.67195704964955	3.16250203501039	0.473813510773832	0.999976111862665	"No change"
"ABHD12"	-0.0782304348530513	6.02762771722389	2.54174718619378	0.473845513332431	0.999976111862665	"No change"
"POLR2J"	-0.122586075272394	4.78165537175696	3.98880711411891	0.47415909216573	0.999976111862665	"No change"
"BRINP3"	-0.0742994174736091	6.1753720206812	1.16357217098604	0.474258355066672	0.999976111862665	"No change"
"CEP97"	0.0939075774512092	5.53181912922515	1.96187802004688	0.474275621186006	0.999976111862665	"No change"
"CEACAM19"	-0.339428400208413	2.34375685908293	1.63855917739275	0.474281965509411	0.999976111862665	"No change"
"MTRFR"	0.18811536746632	3.69406466707853	6.19284695006248	0.474314736454881	0.999976111862665	"No change"
"ZNRF3"	0.211593371692141	3.40760242664446	6.43140795827991	0.474436623989821	0.999976111862665	"No change"
"PUS7L"	-0.147067066057417	4.29105599574693	2.49511248685162	0.474502745517648	0.999976111862665	"No change"
"AMH"	0.454649826483041	1.89048068665027	4.28737806306606	0.474538138893625	0.999976111862665	"No change"
"MSL1"	-0.042759424745959	7.74026006539724	1.5671316058654	0.474573442279163	0.999976111862665	"No change"
"RPRM"	0.0674545015908429	6.45691359791724	1.62972293025446	0.474574716987864	0.999976111862665	"No change"
"XPO1"	0.042823430623275	7.74425414729035	1.82682390678877	0.474861467594159	0.999976111862665	"No change"
"SYNCRIP"	0.0449754164470247	7.60523840715568	1.21787171156902	0.474877790608695	0.999976111862665	"No change"
"SKI"	-0.0693631106468879	6.36127794544927	0.647017334795467	0.474951569681444	0.999976111862665	"No change"
"GRIA2"	-0.0549890400371475	7.01914084685251	0.86057138723487	0.475042747543945	0.999976111862665	"No change"
"EMC10"	-0.0636985517484681	6.60197637809523	2.10738834344829	0.475175420059882	0.999976111862665	"No change"
"SEC11A"	0.0980186674992039	5.40820580664433	2.31893611649834	0.475248128562657	0.999976111862665	"No change"
"AMMECR1"	0.345588125791351	2.3493369297121	6.77007336829781	0.475414611494136	0.999976111862665	"No change"
"FGF9"	0.151452775210964	4.23806811968699	3.92381370525531	0.47545924521002	0.999976111862665	"No change"
"ARK2N"	0.11253810146967	5.02768118777347	2.64473320047528	0.475643131506178	0.999976111862665	"No change"
"TBCA"	0.0626475687531333	6.65844023352981	2.45307611737155	0.475702484133698	0.999976111862665	"No change"
"SCG5"	-0.0776019088296727	6.03727107797256	1.84951595603664	0.475757529047399	0.999976111862665	"No change"
"POGLUT2"	0.233571130657232	3.16825960816803	4.07667941559038	0.475933739865663	0.999976111862665	"No change"
"BMPR1A"	0.0922096999339592	5.57232843757625	3.49268886253742	0.475961138582816	0.999976111862665	"No change"
"TIGD1"	0.137844634772329	4.48144218902415	5.18254553388685	0.476064766917778	0.999976111862665	"No change"
"PTGIR"	-0.0459360339918179	7.52711226744299	1.84228728054617	0.476099555602739	0.999976111862665	"No change"
"ERICH5"	0.378065891856508	2.18590973896687	5.40175295801714	0.476194640468933	0.999976111862665	"No change"
"IRF9"	0.1657479706154	4.00073784581668	3.07810905497386	0.476333409652849	0.999976111862665	"No change"
"IFT57"	-0.0948417924374158	5.47371203378999	3.12805584032805	0.476395059142166	0.999976111862665	"No change"
"PRPSAP2"	0.0783584147287232	6.02247788617683	2.49476320989016	0.476447326649092	0.999976111862665	"No change"
"ZNF574"	0.126860497008288	4.70041890127452	4.98787246593785	0.476455174390332	0.999976111862665	"No change"
"FAM86B3P"	-0.499774028063799	1.69977203969297	8.75202723354391	0.476467582963376	0.999976111862665	"No change"
"TSPAN18"	-0.199993632709445	3.49676526206675	3.07564410565612	0.476641057774941	0.999976111862665	"No change"
"SLC24A2"	0.182672329659477	3.75271933666962	5.30296065529745	0.476824033896316	0.999976111862665	"No change"
"PREP"	-0.0681983198642634	6.39599134377116	3.42446231021581	0.476883780984372	0.999976111862665	"No change"
"NUDT11"	0.0767496304426273	6.07735604628918	1.72257142229711	0.476891261152717	0.999976111862665	"No change"
"DLGAP4"	-0.0531696786050833	7.10363921551215	0.622682444877268	0.476913259759117	0.999976111862665	"No change"
"DYRK2"	-0.0702831032272317	6.30776305714839	2.43247360845318	0.477055990221157	0.999976111862665	"No change"
"EIF4E2"	0.0636477753543388	6.60389382564837	2.45681542119121	0.477075928557258	0.999976111862665	"No change"
"THTPA"	-0.15763034705149	4.09389238041616	3.64187253554548	0.47737069468934	0.999976111862665	"No change"
"UBTD1"	0.302710017213556	2.59790635839907	4.39674140290944	0.477399610112037	0.999976111862665	"No change"
"SPAG4"	-0.468397672028894	1.78362077905095	4.66261702358449	0.477433637204425	0.999976111862665	"No change"
"DNAL4"	0.129790091552743	4.63266575033755	3.96974945158556	0.47747481411453	0.999976111862665	"No change"
"SLC25A38"	0.128039792730913	4.66885270940236	4.47854199443021	0.477525205932604	0.999976111862665	"No change"
"ABCD1"	-0.177227636741489	3.7894944939821	3.43847620482269	0.477644799477112	0.999976111862665	"No change"
"PDCL"	0.115054982216794	4.95447453362433	2.90582418188775	0.477785431084895	0.999976111862665	"No change"
"PDCD6"	-0.108467935979616	5.09209356759775	3.0039748974833	0.477858207151745	0.999976111862665	"No change"
"RASAL2"	0.0394647650316233	7.95975985572676	1.24258405583528	0.477974719085699	0.999976111862665	"No change"
"TUBB2B"	0.0320008940910554	11.1646422223236	0.524522092170145	0.478037039616273	0.999976111862665	"No change"
