"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"diffexpressed"
"HOXB3"	-0.0760286332186018	5.30187024635389	0.858087701881103	0.593921195025522	0.999976111862665	"No change"
"GGPS1"	0.0418271265439673	6.97498460841941	1.33693744006026	0.593999978707857	0.999976111862665	"No change"
"TMX1"	-0.116489855437137	4.13296671343362	3.11707307295388	0.594020207255866	0.999976111862665	"No change"
"CAST"	0.101331200042328	4.52168149144499	2.33597444643907	0.594214998996964	0.999976111862665	"No change"
"OTUD6B"	0.103970594595079	4.45216776277459	2.78280845348756	0.594361360785801	0.999976111862665	"No change"
"ERF"	0.146796248452541	3.57257663455686	1.48821525310958	0.594375771347072	0.999976111862665	"No change"
"DPF2"	0.051128666211125	6.40206647524763	1.87808099231916	0.594639441866565	0.999976111862665	"No change"
"VPS33B"	0.0738739827218997	5.37356306805488	1.6528617139702	0.59480383848766	0.999976111862665	"No change"
"ZMYM2"	0.0330349069901475	7.63912373647328	0.669207714461447	0.594982210570326	0.999976111862665	"No change"
"RHBDL1"	-0.275631587651741	2.1769781921452	3.45648551326818	0.595094286451424	0.999976111862665	"No change"
"ZNF571-AS1"	-0.205943758225824	2.75500875726156	3.57598612882363	0.595140999896655	0.999976111862665	"No change"
"MTMR4"	-0.027695589838393	8.13730535548861	0.685069360665204	0.5951562893429	0.999976111862665	"No change"
"ZNF280C"	0.146159845951591	3.57677343247478	3.41070909248296	0.595245185924292	0.999976111862665	"No change"
"HDAC9"	-0.0521149397361979	6.33095708453677	0.717122512295022	0.595319739856719	0.999976111862665	"No change"
"TGM1"	0.37719681877057	1.7226902781729	3.11128342189678	0.595375261244425	0.999976111862665	"No change"
"TTC5"	-0.0651123545145926	5.70301313113249	1.90364755628862	0.595494305747995	0.999976111862665	"No change"
"FBXO46"	0.157892722246284	3.38874689788913	2.2417064833399	0.595552465447815	0.999976111862665	"No change"
"REPIN1"	0.0495527622049135	6.48408131873823	1.25042402611659	0.595643308132326	0.999976111862665	"No change"
"MCMBP"	0.0646096217919368	5.73799720387683	1.73024008003698	0.595743438181107	0.999976111862665	"No change"
"SNHG17"	-0.167956300229085	3.21277153072199	2.56774784114532	0.595744463396763	0.999976111862665	"No change"
"HAPSTR2"	0.243607554928648	2.44137157095582	2.21046070636976	0.595848077354438	0.999976111862665	"No change"
"HAGHL"	-0.157442414841208	3.365521497288	1.3696978681427	0.595848595209627	0.999976111862665	"No change"
"REX1BD"	0.146535858353336	3.56689831353666	1.6723536544976	0.595859306482714	0.999976111862665	"No change"
"COX8A"	-0.049467075743408	6.47656900403874	1.07351272122134	0.595889154903678	0.999976111862665	"No change"
"UQCRC1"	-0.0394156519584663	7.11998255769449	0.761129685603604	0.596045413827586	0.999976111862665	"No change"
"ABCC1"	-0.0803117996100757	5.11872667796067	1.59262050307079	0.596132500356942	0.999976111862665	"No change"
"UBA1"	0.019007950207864	9.2246996918145	0.392014249804388	0.596363475372779	0.999976111862665	"No change"
"TMEM229A"	-0.353378355505617	1.76951040220683	3.29380082369514	0.596389330756223	0.999976111862665	"No change"
"PQBP1"	0.0728091302729393	5.40175592814536	1.48164727397685	0.596402196819925	0.999976111862665	"No change"
"NPHP4"	-0.0982779361872108	4.56679476146942	1.87499656512404	0.596522498298425	0.999976111862665	"No change"
"ZNF44"	0.120944600543548	4.04307914625494	2.61692834431807	0.596535973831787	0.999976111862665	"No change"
"KLHL25"	0.118166583158106	4.10284283773462	1.94744000448139	0.596542790644333	0.999976111862665	"No change"
"MMP24OS"	-0.0801143831025161	5.122451085087	1.82903801596098	0.596547118886827	0.999976111862665	"No change"
"PLEKHO2"	0.201730889845767	2.82461014961179	4.24764918733538	0.596559725984198	0.999976111862665	"No change"
"STYX"	0.0955906455867805	4.65854825721776	1.61404429076731	0.596590951281136	0.999976111862665	"No change"
"MAIP1"	-0.133270388231841	3.76926414027957	2.68952533362336	0.596599892143944	0.999976111862665	"No change"
"KCMF1"	0.0436648159902166	6.83196591090387	1.08444827813479	0.59672374659662	0.999976111862665	"No change"
"SPATA21"	-0.0855941309054225	4.93970475861498	2.08763984466059	0.596780183747988	0.999976111862665	"No change"
"EPCAM"	0.298668187037639	2.06759167475492	3.51606926727994	0.596849081690278	0.999976111862665	"No change"
"SEMA4D"	0.0442757851305623	6.79203631168957	0.820882003549013	0.596869329833752	0.999976111862665	"No change"
"H2BC15"	0.149857393560045	3.50507881270188	1.64292922435913	0.596903437352956	0.999976111862665	"No change"
"MAP1S"	0.0732143811943856	5.38289825979041	0.477035301755845	0.596988731985079	0.999976111862665	"No change"
"PTCHD4"	-0.115143385731312	4.14040949234249	2.62291822817714	0.597023741258717	0.999976111862665	"No change"
"MPC2"	0.0484169329523361	6.53673268624589	1.22261330765024	0.597134251672557	0.999976111862665	"No change"
"LINC00662"	0.0907813508274174	4.79390955646874	1.98231072711571	0.5971365627906	0.999976111862665	"No change"
"TRMT6"	-0.0970735627704202	4.59568716989663	2.69494450786146	0.597193449218993	0.999976111862665	"No change"
"LINC02983"	-0.249945068551323	2.35161702373432	2.8970734235131	0.597218185989446	0.999976111862665	"No change"
"EIF2B2"	-0.0760767611138361	5.25844189317529	1.57569202676286	0.597221026850471	0.999976111862665	"No change"
"OPN3"	-0.1449860483784	3.55378797980231	2.61906454119642	0.597237002643903	0.999976111862665	"No change"
"KBTBD11"	-0.0418079062561701	6.94299809664601	1.11139353777006	0.597331139315647	0.999976111862665	"No change"
"AFAP1-AS1"	0.128433844129877	3.88425973603611	2.95309253140931	0.597391026329187	0.999976111862665	"No change"
"ATG4B"	0.0533481461099541	6.26243891672986	1.57737625286721	0.59745136132252	0.999976111862665	"No change"
"BLOC1S6"	0.0513939000408054	6.36438270784693	1.33645820706313	0.597457083972384	0.999976111862665	"No change"
"ZNF75D"	0.126156514770892	3.92798848200944	2.86733797846389	0.597544800811446	0.999976111862665	"No change"
"CAMKK1"	-0.123837265635107	3.95174173299634	3.2306848461569	0.597654395744969	0.999976111862665	"No change"
"TRIM71"	0.0760109496183772	5.27348734919691	1.23383474377324	0.597706803960047	0.999976111862665	"No change"
"CDC40"	0.0831597841664496	5.02702465624934	1.67010094011814	0.59775670645298	0.999976111862665	"No change"
"PGBD5"	-0.0414731509958831	6.9614068460868	0.98139580357689	0.597772404274499	0.999976111862665	"No change"
"VAMP4"	0.06662705928201	5.63537120878718	1.51740239470688	0.597871959580785	0.999976111862665	"No change"
"CCAR1"	0.0499304636382277	6.44375886506663	0.847142131801899	0.59787885629712	0.999976111862665	"No change"
"EIF4A1"	-0.0324435522501523	7.66178264335022	0.652175775798106	0.597904357730664	0.999976111862665	"No change"
"LYPLAL1"	-0.106366403487987	4.34283499104214	1.96700448728536	0.597997148182658	0.999976111862665	"No change"
"NR3C2"	0.203896703689738	2.79281316404316	4.12263962670186	0.598021199278182	0.999976111862665	"No change"
"DNAH9"	-0.15546512647542	3.38067232173014	2.78643837091286	0.598140264588883	0.999976111862665	"No change"
"LRRC57"	-0.109139124807298	4.27441432552975	1.36632527385192	0.598143531380379	0.999976111862665	"No change"
"TIMM10B"	0.0729106992867204	5.38323308155982	1.52533178415947	0.598261767449069	0.999976111862665	"No change"
"KCND2"	-0.0655807970472669	5.66078330722008	1.72917419059685	0.598566438919432	0.999976111862665	"No change"
"ADAP2"	0.422979554937739	1.56232365425449	2.91156538631769	0.598702712530549	0.999976111862665	"No change"
"PTP4A2"	0.0251737242732434	8.38813689127588	0.46009771896563	0.598826619061959	0.999976111862665	"No change"
"TOX2"	0.165299859165236	3.25828902422742	2.216256927727	0.598848461207974	0.999976111862665	"No change"
"H2BC4"	-0.339193530206272	1.81962342633178	2.68020379179228	0.598944752090755	0.999976111862665	"No change"
"RWDD2A"	-0.0813061521196184	5.06325574052847	1.95797620798502	0.598969530482545	0.999976111862665	"No change"
"EBF3"	-0.0294837270466531	7.92675815393669	0.334729836013551	0.599045882316549	0.999976111862665	"No change"
"KLHL20"	0.0611877663062459	5.86307850126816	2.06095107426484	0.599152818538359	0.999976111862665	"No change"
"PCNA"	0.11582619650311	4.1359144930125	2.12280381982211	0.599214075170551	0.999976111862665	"No change"
"SSR2"	0.0486834358921461	6.50627156211745	1.19101389857089	0.599217807825008	0.999976111862665	"No change"
"MFSD6"	-0.0617889867942234	5.82042099421069	1.55762662193504	0.599220164657413	0.999976111862665	"No change"
"SLC25A25"	-0.0561005883821189	6.09295893650796	1.98546789522272	0.59928147042583	0.999976111862665	"No change"
"KIF2A"	-0.0318231968543273	7.70455942573733	0.895144083238607	0.599307933438333	0.999976111862665	"No change"
"MARCHF6-DT"	0.201120164704159	2.81393361317004	2.44840734077566	0.599367187916562	0.999976111862665	"No change"
"CTU2"	-0.118025347324907	4.06716900821455	2.99519412740713	0.599416016660786	0.999976111862665	"No change"
"FNDC5"	0.064676046848553	5.70618691261559	1.1988868202807	0.599480442120008	0.999976111862665	"No change"
"PIK3R2"	-0.052130679473294	6.29796013193511	0.834868790744906	0.599560734880616	0.999976111862665	"No change"
"YWHAH"	0.0204879241456333	9.00204723711064	0.365851434961462	0.599618438681547	0.999976111862665	"No change"
"SLIT2"	0.0510297628160414	6.36769982073482	1.47043876089679	0.599621074743284	0.999976111862665	"No change"
"APOLD1"	-0.192659011575403	2.87134802601013	3.18210911854734	0.599675664871274	0.999976111862665	"No change"
"NCKAP5"	0.236700620594707	2.47696948788499	3.31586521060406	0.599790616821587	0.999976111862665	"No change"
"CD99P1"	-0.370285805456032	1.69083035876664	4.35288800804719	0.599792275136033	0.999976111862665	"No change"
"SDCCAG8"	-0.0443838067562504	6.75180175020763	1.60096883898467	0.59984659175761	0.999976111862665	"No change"
"SNAI3-AS1"	0.20338248568589	2.78680880573887	2.851718291561	0.599908357284184	0.999976111862665	"No change"
"COL25A1"	-0.18913810966908	2.92244030991738	2.42759422908194	0.599969930391854	0.999976111862665	"No change"
"SHC1"	-0.0743614282042415	5.29727580264753	1.48659244700768	0.600177345957469	0.999976111862665	"No change"
"HIRIP3"	0.108873438695432	4.28849490088241	2.39848431512984	0.600316307934599	0.999976111862665	"No change"
"CHUK"	0.0722454149968277	5.39307701121499	1.91022107201913	0.600343366047628	0.999976111862665	"No change"
"RNF182"	-0.0804094188076867	5.07959701873448	1.6228545228618	0.600469222438476	0.999976111862665	"No change"
"HMGA1"	-0.0409704526338841	6.9759764899698	0.960479928329817	0.600470619723852	0.999976111862665	"No change"
"MCU"	-0.088204897955377	4.82805790872948	2.52420987054758	0.600499646036711	0.999976111862665	"No change"
"SNX4"	0.0420304142400776	6.91025930205832	0.994326971287944	0.600580302538804	0.999976111862665	"No change"
"SNRPE"	0.0746846181773197	5.30002189146433	1.78357161971131	0.600598367630546	0.999976111862665	"No change"
"RAB8B"	0.0477447090556464	6.54697896398476	0.947809373219435	0.600610778001604	0.999976111862665	"No change"
"TEX10"	0.085638627722541	4.92592562259197	1.97036648524878	0.600621831810646	0.999976111862665	"No change"
"HSPA8"	-0.0224587525545708	10.8582200812316	0.283587195248928	0.600738871082303	0.999976111862665	"No change"
"THBS4"	0.268316424189057	2.23589429771055	4.8486660238552	0.600807225391827	0.999976111862665	"No change"
"HBEGF"	-0.099839497058874	4.49300915353922	2.59402474227258	0.60092020140586	0.999976111862665	"No change"
"CPT1C"	0.0467675640588834	6.60553097185856	1.24112707160973	0.600974650445879	0.999976111862665	"No change"
"TDRKH-AS1"	0.169463074155006	3.18641496042693	3.21264813825555	0.601023999178311	0.999976111862665	"No change"
"SENP1"	0.085392993938847	4.93067790375438	2.57208863839719	0.601034077537414	0.999976111862665	"No change"
"RUNDC1"	-0.0664928012056936	5.60381550131234	1.20060476997752	0.6010447650321	0.999976111862665	"No change"
"RABL2A"	-0.0824113398891864	5.01034412020509	2.73447619318278	0.601142120232124	0.999976111862665	"No change"
"MCOLN1"	0.0917717618214045	4.73505997665456	2.42335913986078	0.601255737679411	0.999976111862665	"No change"
"CXorf38"	-0.129658023190598	3.80941661590042	2.22922791822457	0.601285738120818	0.999976111862665	"No change"
"GMFB"	0.039376929379024	7.08687591219017	0.35942983730054	0.601327763424517	0.999976111862665	"No change"
"USP25"	0.0713551771381322	5.4190764209192	1.60175157037147	0.601385470509793	0.999976111862665	"No change"
"JPH4"	-0.0386173100386821	7.13602817479565	0.455152105637032	0.601446786879132	0.999976111862665	"No change"
"ENOX2"	0.111083806905291	4.22723230304568	2.05249238053994	0.601512856009697	0.999976111862665	"No change"
"SNRPC"	-0.0624348118366226	5.77601651032462	1.36935637382427	0.601581891697506	0.999976111862665	"No change"
"CSTPP1"	-0.0545327149245702	6.15562078707864	1.63235020073152	0.601688675848814	0.999976111862665	"No change"
"ZNF706"	0.0596831477609946	5.91220062740891	1.42535039935734	0.601819939888238	0.999976111862665	"No change"
"AMOT"	0.133732088646288	3.75113709933599	1.23066686068358	0.601882835341377	0.999976111862665	"No change"
"PPP1R7"	0.0533921079687975	6.2235189704145	1.39927323605858	0.601942378242719	0.999976111862665	"No change"
"LMBR1L"	-0.0662677318786448	5.60418314593599	1.04986038474023	0.601977876731087	0.999976111862665	"No change"
"SLAIN2"	0.0617497037657181	5.81503330720047	2.14571582918485	0.60201330742788	0.999976111862665	"No change"
"NTF3"	0.401730994788606	1.60982717204194	2.71735720142945	0.602018965496377	0.999976111862665	"No change"
"NUTM2B-AS1"	-0.103049674061187	4.3995408439639	2.87767511355934	0.602079895955891	0.999976111862665	"No change"
"PYROXD1"	0.0916065438952256	4.73156555089994	1.72682382816891	0.60232569195655	0.999976111862665	"No change"
"CDKL5"	0.0425334820539141	6.86077676034537	0.841013597342609	0.602386810214586	0.999976111862665	"No change"
"TUBD1"	0.255157189564712	2.31974067192716	2.86189232329369	0.602440354986916	0.999976111862665	"No change"
"MEIOC"	-0.276250458280104	2.13738739669416	2.35383613684969	0.602450514178643	0.999976111862665	"No change"
"SNCAIP"	-0.102516675883716	4.41450410974293	2.19808785612872	0.602453519279803	0.999976111862665	"No change"
"CSTF2"	-0.0883814807902907	4.80652515576756	2.11526840683848	0.602646211982138	0.999976111862665	"No change"
"POP7"	0.0927333942668038	4.69650949907769	1.93251687489274	0.602757456029633	0.999976111862665	"No change"
"DDIT3"	-0.122483744180996	3.94218912212435	3.35717317416369	0.60279974294859	0.999976111862665	"No change"
"GLIPR2"	0.163427768009069	3.25937612352306	3.1149026446747	0.602818186220627	0.999976111862665	"No change"
"JPH3"	-0.0446414370619272	6.71345300144126	0.3878212651724	0.602832660660093	0.999976111862665	"No change"
"NCOA6"	-0.0486757232137366	6.4646795398637	0.322666519264796	0.60284362795974	0.999976111862665	"No change"
"NME3"	0.14822784866561	3.49152920446764	1.01068159172552	0.602893199520852	0.999976111862665	"No change"
"NIBAN2"	0.0839887300693467	4.96206860666724	1.55944715990799	0.602949705420774	0.999976111862665	"No change"
"FIGN"	-0.0858516332288784	4.88119182327041	1.80539342037968	0.602953675006708	0.999976111862665	"No change"
"SH3RF3"	-0.146856948442881	3.49003436127443	3.45547304201882	0.603158158132328	0.999976111862665	"No change"
"CDK4"	0.0922520489399954	4.70566375298117	2.58908546318563	0.603306306852457	0.999976111862665	"No change"
"NCBP2"	0.0454022389987013	6.67030028557521	1.44235016409759	0.603328193141449	0.999976111862665	"No change"
"PIGU"	0.0780744990031282	5.15761820089154	1.80107533789085	0.60335035507639	0.999976111862665	"No change"
"SSX2IP"	-0.0873428604107849	4.83346332459948	1.63370021242219	0.603359873746933	0.999976111862665	"No change"
"NAA25"	-0.0636566315104923	5.70569583662403	2.02659161931722	0.603474596795588	0.999976111862665	"No change"
"C4orf48"	0.156206833617594	3.36198387683699	0.615044343189965	0.603557472865261	0.999976111862665	"No change"
"SEPTIN1"	-0.402327255941096	1.57206249759427	3.56999350516331	0.603705849640537	0.999976111862665	"No change"
"RUFY1-AS1"	-0.367628957876367	1.69021731442631	3.91492386513066	0.603708059703084	0.999976111862665	"No change"
"ABCF1"	-0.054476799332403	6.14107270257905	1.28188198549408	0.60374636676792	0.999976111862665	"No change"
"FRAT1"	0.148196252134137	3.48611204857116	1.92067785903341	0.603754238448229	0.999976111862665	"No change"
"ZNF362"	-0.0424095531518793	6.8520801913279	0.911048096015004	0.603850709004698	0.999976111862665	"No change"
"SCAMP2"	0.146525431800153	3.51224314416484	1.81487631272725	0.603951843035902	0.999976111862665	"No change"
"PFN2"	-0.0200195922422888	9.16918115208969	0.278519320684344	0.603986599338748	0.999976111862665	"No change"
"VPS37B"	-0.105613570397161	4.32061288324421	2.235593873035	0.604030874240319	0.999976111862665	"No change"
"FSCN1"	0.027782833703479	8.0635758827924	0.289838340973052	0.604080063238053	0.999976111862665	"No change"
"PIAS1"	0.0466359452479093	6.58708109895998	1.48927895518282	0.604163452158219	0.999976111862665	"No change"
"CENPX"	-0.0905701289040471	4.73034953311123	2.92280732745389	0.60418294631715	0.999976111862665	"No change"
"ARHGAP45"	0.124564105741094	3.91378547183531	3.5475488201828	0.604244238427118	0.999976111862665	"No change"
"CASTOR3P"	0.0426049708609476	6.84290022995785	0.591896655092759	0.604298847621327	0.999976111862665	"No change"
"SRSF2"	0.0420057885074702	6.88167632336971	0.966083064351672	0.604480263046486	0.999976111862665	"No change"
"NCAPH2"	-0.0576137328103372	5.9781428072637	1.70567318298738	0.604685128873155	0.999976111862665	"No change"
"ZNF658"	0.140938509265582	3.60174916552326	3.39993129392863	0.604740713856612	0.999976111862665	"No change"
"PRSS56"	-0.399935623421284	1.5757921992913	2.71634274308559	0.604773801881921	0.999976111862665	"No change"
"CTSL"	-0.083165465485131	4.95625090200697	1.84100793993013	0.604790368178351	0.999976111862665	"No change"
"ARMH4"	-0.0522214010563628	6.2517913803554	1.00127851793097	0.604880900461708	0.999976111862665	"No change"
"FXR2"	0.0477088211237989	6.5168420370087	1.3087501950962	0.605003268952302	0.999976111862665	"No change"
"FRMPD1"	0.109609865713957	4.23612190367052	1.31895539483161	0.60509241205959	0.999976111862665	"No change"
"BCR"	0.0371049403303554	7.23085517109963	0.586647519107809	0.60517832226957	0.999976111862665	"No change"
"ARHGEF2"	0.0767882916281119	5.18942550227764	1.48812215672159	0.605188288952517	0.999976111862665	"No change"
"NRG2"	-0.102546115247226	4.3873659362812	2.13367809521796	0.605221381766917	0.999976111862665	"No change"
"RBP4"	-0.185799271885916	2.91911026772036	2.88834315051172	0.605239344563577	0.999976111862665	"No change"
"NDRG3"	-0.0369471824751499	7.23094102609316	0.922407109812205	0.605453198120426	0.999976111862665	"No change"
"MBIP"	0.0964621767251353	4.56989984728664	3.18821947879284	0.605498348486552	0.999976111862665	"No change"
"TMEM131"	-0.0630004407078091	5.71703070746341	0.805386170630922	0.605656792078989	0.999976111862665	"No change"
"RBM14-RBM4"	0.0612565202481855	5.81061476002428	1.9567532312116	0.605667623822459	0.999976111862665	"No change"
"AFF1"	-0.22735487437829	2.48626143451356	3.73135215153569	0.605687936718177	0.999976111862665	"No change"
"ANKRD46"	-0.0294790330842487	7.87470441090325	0.361167644025427	0.605697847921445	0.999976111862665	"No change"
"ADSL"	-0.0587054163610647	5.91558869347873	1.54943394398325	0.605700772453588	0.999976111862665	"No change"
"HTRA2"	0.0807082714862922	5.04897943020262	1.79052502761871	0.60576032453738	0.999976111862665	"No change"
"WNK3"	-0.0515684433787894	6.27828963154342	1.28106710549281	0.605772341206072	0.999976111862665	"No change"
"PREX2"	0.189352259621697	2.9062097494328	1.88237642450628	0.605801044144453	0.999976111862665	"No change"
"ELF1"	0.272764728071896	2.18156155983924	5.10472711015828	0.605829192749282	0.999976111862665	"No change"
"H2AC25"	0.0956986258605485	4.5891259391949	1.41860925359677	0.605869939797258	0.999976111862665	"No change"
"CDK5RAP1"	0.097600485204216	4.53586641124976	2.74834418378479	0.605885833283695	0.999976111862665	"No change"
"LAMB3"	-0.206562988790566	2.69164197411052	2.34720664397944	0.605896244904421	0.999976111862665	"No change"
"TMPO"	0.0645465192070241	5.66132710802094	1.87920266908186	0.605931137345572	0.999976111862665	"No change"
"LUZP2"	-0.120192904088403	3.96469167265599	1.52013025701007	0.606021876066007	0.999976111862665	"No change"
"LRRC34"	-0.251149185928621	2.29457147790289	3.2189217140038	0.60604568791545	0.999976111862665	"No change"
"ZBTB46"	0.06223661007816	5.76279824863636	1.21408723849388	0.606048895519027	0.999976111862665	"No change"
"HEBP2"	0.092937533960411	4.66543222713394	1.72559707310871	0.606073747316191	0.999976111862665	"No change"
"RTN4RL1"	0.0989890365041452	4.49725756649798	1.08370198915806	0.606124638672974	0.999976111862665	"No change"
"DHRS13"	-0.063389790517947	5.69895740155869	2.43485278432256	0.606140149394705	0.999976111862665	"No change"
"RNF31"	0.0870421795681643	4.84107309638042	2.25018606611708	0.606157292983614	0.999976111862665	"No change"
"PTCH2"	-0.130499676153239	3.75813032097946	2.24003013822061	0.606193099024471	0.999976111862665	"No change"
"SLC25A34"	-0.258252071756744	2.2440180859231	2.29625754900502	0.606291638162638	0.999976111862665	"No change"
"DNAJC25"	-0.131628473374439	3.73270367002415	2.66889042929401	0.606585795664938	0.999976111862665	"No change"
"PLPPR5"	-0.0754427639006833	5.20927938531961	1.36990339908295	0.60660673020476	0.999976111862665	"No change"
"THAP12"	0.0578650233050493	5.96003696770241	1.20834094471689	0.606804656796453	0.999976111862665	"No change"
"AP4M1"	0.0832822150107377	4.95478717014647	1.9079897492352	0.606890746597144	0.999976111862665	"No change"
"PTPDC1"	-0.125701648225453	3.84455828577354	2.24451515221386	0.607042388793468	0.999976111862665	"No change"
"PHACTR2"	-0.136946590896313	3.62708517923874	2.08855217696632	0.607244483269203	0.999976111862665	"No change"
"EIF3J"	0.0518559728121718	6.26361543278337	1.26764360711024	0.607311411118308	0.999976111862665	"No change"
"GABRG2"	-0.0421754679152976	6.83831930435511	0.68837050661104	0.607318567295401	0.999976111862665	"No change"
"RYR3"	-0.0997570251430192	4.44417417846132	1.7119891484061	0.60734938324052	0.999976111862665	"No change"
"TNFRSF12A"	-0.355506381812313	1.71927437633245	2.89334455611518	0.60743861352462	0.999976111862665	"No change"
"ACSM3"	0.307655975963443	1.97248293167449	3.52340119313861	0.607473010956786	0.999976111862665	"No change"
"FAM120AOS"	0.0710426192421829	5.38448302324668	1.29105013558444	0.607508351923155	0.999976111862665	"No change"
"WFDC1"	-0.351464486837506	1.73365840701706	3.03795963253668	0.607560766397443	0.999976111862665	"No change"
"CHRNB2"	-0.0254392034154741	8.28277510669888	0.812731426897395	0.607585149337241	0.999976111862665	"No change"
"STK3"	-0.261171098244896	2.21234284259371	1.95257492866926	0.607717027400288	0.999976111862665	"No change"
"BCL2L2"	-0.0795714515767041	5.05284264134884	2.96461918097164	0.607799349475683	0.999976111862665	"No change"
"FAM193B"	-0.0676939142535227	5.50271322981794	1.50208214746834	0.60780836008137	0.999976111862665	"No change"
"TRIM44"	-0.0310807132005839	7.70625652098556	0.686916535234027	0.60785630330951	0.999976111862665	"No change"
"ARHGEF7"	0.0255417141903118	8.27460734136656	0.783574932473585	0.607864130941193	0.999976111862665	"No change"
"RRP7BP"	-0.198414454142155	2.75748426569801	3.94484850945759	0.607935890342611	0.999976111862665	"No change"
"KEAP1"	0.0595718241483909	5.8693597776018	1.38912388392705	0.608066723692285	0.999976111862665	"No change"
"MYT1L"	-0.0359087613087707	7.29193222843524	0.705483797298651	0.608113715560769	0.999976111862665	"No change"
"TUBA4A"	-0.0781902534149054	5.09902442246827	0.906689908726982	0.608259178635589	0.999976111862665	"No change"
"OSMR"	0.414946952898196	1.55490275069097	2.56014131316257	0.608390942238741	0.999976111862665	"No change"
"ESYT1"	0.0482509639035882	6.45729164787002	1.58108017688568	0.608437183819686	0.999976111862665	"No change"
"TOMM5"	-0.0697332408451935	5.41442306989091	1.07783497704529	0.608461897699271	0.999976111862665	"No change"
"GFOD1"	-0.0484629688972338	6.43374025460389	0.989378101778314	0.608515288308752	0.999976111862665	"No change"
"ADAMTS6"	-0.331094422878834	1.81635094043122	2.19672729925483	0.60856526713074	0.999976111862665	"No change"
"ARL1"	-0.0716612378882991	5.33663842717457	1.64664644815781	0.608613613913569	0.999976111862665	"No change"
"NSUN5P1"	-0.140240416303844	3.56078306063259	2.25912672144967	0.608769581854523	0.999976111862665	"No change"
"CLASRP"	-0.126723601662051	3.81771086688296	3.12347826596474	0.608778388602344	0.999976111862665	"No change"
"PAK3"	-0.0243128488144919	8.3970960428739	0.573040137077521	0.608841330865046	0.999976111862665	"No change"
"PSMB5"	0.035382103727933	7.33459174741745	0.38374068948531	0.608953952447103	0.999976111862665	"No change"
"DCAKD"	0.0655997097105676	5.59354736808915	1.57663353111682	0.609018202554648	0.999976111862665	"No change"
"PGM5P2"	0.262555502780012	2.23300458800193	2.10450492935802	0.609080295643704	0.999976111862665	"No change"
"AMPH"	-0.0388519678381681	7.05782042835623	1.11908204416746	0.609153052901002	0.999976111862665	"No change"
"NUDT18"	0.186444348888606	2.91941643707554	2.93613250598308	0.609158234046726	0.999976111862665	"No change"
"DZIP1L"	0.301050342457859	1.99761280356052	3.43866325446012	0.609264095930838	0.999976111862665	"No change"
"TAF1C"	-0.0936038334568406	4.60307902579053	1.42631046400618	0.609308031355653	0.999976111862665	"No change"
"TBC1D3L"	-0.253635767118978	2.25855101388757	3.18624749968037	0.609319362002589	0.999976111862665	"No change"
"BRMS1"	0.161038399813339	3.251012728441	2.70312977881211	0.609342500585159	0.999976111862665	"No change"
"C19orf73"	0.259798856643037	2.24958227301841	4.16277128292697	0.609430079932688	0.999976111862665	"No change"
"GADD45G"	0.177518240703407	3.02726484527526	1.76688986997858	0.609453910110174	0.999976111862665	"No change"
"SRGAP2C"	-0.102818155423969	4.34996248066139	1.82588157473727	0.609536427335308	0.999976111862665	"No change"
"MAGEF1"	0.0491858145726904	6.39524897102573	0.989769239052547	0.609552400752067	0.999976111862665	"No change"
"POLR1HASP"	-0.141876361885792	3.52617029600762	4.02104105405229	0.609605225613449	0.999976111862665	"No change"
"SLC39A14"	-0.0811647167083662	4.98652453933829	1.77968836621178	0.609771303259718	0.999976111862665	"No change"
"CACNA1C"	-0.0517672796015433	6.23825817738235	0.758491943659583	0.609777517341312	0.999976111862665	"No change"
"CORO6"	-0.148241909635441	3.4141661244307	2.46790226727602	0.609788071150604	0.999976111862665	"No change"
"NINJ1"	0.152698754578953	3.37415695705167	3.0769752556461	0.609830563363715	0.999976111862665	"No change"
"RBM45"	0.120265128406896	3.96233830633426	2.42930023958548	0.609925961758872	0.999976111862665	"No change"
"SEMA3A"	-0.0693595656544232	5.41612480338679	2.36694206766361	0.609999828680807	0.999976111862665	"No change"
"ARHGAP27P1-BPTFP1-KPNA2P3"	-0.147793497732719	3.42058102612525	1.76633978283529	0.610129450492455	0.999976111862665	"No change"
"NFATC1"	-0.312725366722599	1.90686752180187	1.76958668197688	0.61024878370944	0.999976111862665	"No change"
"MIB1"	0.032083379224905	7.60086927920224	0.457439639181388	0.610278074825421	0.999976111862665	"No change"
"LINC03009"	-0.16204806427347	3.20340065983111	2.71965758188774	0.610299560781065	0.999976111862665	"No change"
"SNRNP35"	0.10081208553359	4.41687374053442	2.66147530737258	0.610351678497347	0.999976111862665	"No change"
"TNRC6B"	0.0417257175958511	6.85578983573498	0.592770802250244	0.610356521841708	0.999976111862665	"No change"
"HDAC11"	-0.0856092300940919	4.83476571922234	1.84105357274663	0.61050700795618	0.999976111862665	"No change"
"ALDH2"	0.0521321300767096	6.22326398880669	1.52859911494196	0.61055116987144	0.999976111862665	"No change"
"PKIG"	0.0676110194998139	5.49862044037278	1.93023298780398	0.610653572915552	0.999976111862665	"No change"
"HAX1"	-0.0513312853122559	6.25461474663241	1.42351380565244	0.610783966071298	0.999976111862665	"No change"
"RNF169"	0.0847246613509838	4.87763384019328	1.90345744621077	0.610893197052192	0.999976111862665	"No change"
